# From /pscratch/sd/j/jywu/MoS2/MoS2/2-sigma-cutoff-20/k-kp.jl
# Contains all k points where kx=ky in crystal coordinates
   1  0.000000   -2.223831   1.566645  
   2  0.041667   -2.253584   1.501922  
   3  0.083333   -2.397713   1.141671  
   4  0.125000   -2.673474   0.850430  
   5  0.166667   -2.871088   0.725297  
   6  0.208333   -2.803424   0.892032  
   7  0.250000   -2.502522   1.103152  
   8  0.291667   -2.104430   0.914979  
   9  0.333333   -1.901914   0.743891  
  10  0.375000   -2.064535   0.910307  
  11  0.416667   -2.326876   1.186418  
  12  0.458333   -2.587176   1.353097  
  13  0.500000   -2.843127   1.417861  
  14  0.541667   -2.594230   1.363579  
  15  0.583333   -2.334984   1.195625  
  16  0.625000   -2.073513   0.918852  
  17  0.666667   -1.911322   0.735132  
  18  0.708333   -2.113484   0.923359  
  19  0.750000   -2.511115   1.111157  
  20  0.791667   -2.811723   0.884045  
  21  0.833333   -2.879131   0.717429  
  22  0.875000   -2.680814   0.842886  
  23  0.916667   -2.404561   1.149213  
  24  0.958333   -2.260188   1.510033  
