2.073682499999999873e+00 2.137800399999999712e+00
2.064953699999999781e+00 2.121403099999999764e+00
2.061010299999999962e+00 2.111429499999999848e+00
2.058934700000000007e+00 2.104505599999999976e+00
2.056986799999999782e+00 2.095224699999999718e+00
2.055774800000000013e+00 2.084699099999999916e+00
2.055506599999999739e+00 2.074760299999999891e+00
2.055410600000000088e+00 2.062675800000000059e+00
2.055341700000000049e+00 2.059200900000000001e+00
2.055333499999999702e+00 2.055506599999999739e+00
2.055333499999999702e+00 2.055506599999999739e+00
2.055341700000000049e+00 2.059200900000000001e+00
2.055410600000000088e+00 2.062675800000000059e+00
2.055506599999999739e+00 2.074760299999999891e+00
2.055774800000000013e+00 2.084699099999999916e+00
2.056986799999999782e+00 2.095224699999999718e+00
2.058934700000000007e+00 2.104505599999999976e+00
2.061010299999999962e+00 2.111429499999999848e+00
2.064953699999999781e+00 2.121403099999999764e+00
2.073682499999999873e+00 2.137800399999999712e+00
